Sale_ID,Date,Brand,Product_Type,Country,Sales_Channel,Payment_Method,Price_USD,Units_Sold,Revenue_USD
250,2025-12-25,Estee Lauder,Concealer,Germany,Retail Store,Card,17.64,2,35.28
251,2025-12-20,Estee Lauder,Foundation,Saudi Arabia,Retail Store,Digital Wallet,28.45,33,938.85
252,2025-06-16,NARS,Concealer,Saudi Arabia,Beauty Salon,Digital Wallet,119.78,31,3713.18
253,2025-06-25,Fenty Beauty,Eyeshadow,UAE,Retail Store,Card,67.82,44,2984.08
254,2025-10-13,Fenty Beauty,Eyeliner,Canada,Mall,Card,39.33,20,786.6
255,2025-06-28,Fenty Beauty,Blush,UK,Beauty Salon,Card,69.46,47,3264.62
256,2025-06-26,Fenty Beauty,Foundation,India,Online,Card,114.78,10,1147.8
257,2025-08-15,Estee Lauder,Eyeliner,UAE,Mall,Digital Wallet,80.44,48,3861.12
258,2025-12-23,Huda Beauty,Eyeliner,USA,Retail Store,Digital Wallet,36.24,7,253.68
259,2025-04-30,Dior,Eyeshadow,UK,Retail Store,Cash,11.04,27,298.08
260,2025-10-09,NARS,Eyeshadow,Canada,Retail Store,Card,117.46,11,1292.06
261,2025-06-14,L'Oreal,Eyeliner,USA,Retail Store,Card,37.82,4,151.28
262,2025-04-01,NARS,Eyeshadow,Saudi Arabia,Mall,Cash,112.4,3,337.2
263,2025-01-05,L'Oreal,Concealer,India,Beauty Salon,Digital Wallet,39.32,39,1533.48
264,2025-10-06,Estee Lauder,Blush,UAE,Online,Card,65.3,9,587.7
265,2025-03-25,Fenty Beauty,Mascara,USA,Mall,Card,89.08,42,3741.36
266,2025-10-18,MAC,Highlighter,Germany,Mall,Cash,82.56,13,1073.28
267,2025-07-25,MAC,Eyeshadow,France,Retail Store,Cash,81.96,12,983.52
268,2025-05-14,Fenty Beauty,Concealer,India,Online,Card,49.11,29,1424.19
269,2025-12-01,Maybelline,Lipstick,Canada,Mall,Cash,46.35,16,741.6
270,2025-07-27,Fenty Beauty,Lipstick,India,Mall,Digital Wallet,83.9,46,3859.4
271,2025-04-24,Estee Lauder,Mascara,Canada,Mall,Card,30.2,9,271.8
272,2025-12-26,Huda Beauty,Eyeliner,UK,Beauty Salon,Digital Wallet,68.16,31,2112.96
273,2025-12-27,L'Oreal,Foundation,UAE,Retail Store,Cash,46.61,37,1724.57
274,2025-06-17,L'Oreal,Eyeliner,Canada,Online,Digital Wallet,103.27,29,2994.83
275,2025-08-17,MAC,Highlighter,Canada,Online,Digital Wallet,98.0,30,2940.0
276,2025-08-25,Maybelline,Highlighter,India,Online,Digital Wallet,82.37,20,1647.4
277,2025-04-22,NARS,Concealer,UK,Online,Cash,71.51,3,214.53
278,2025-08-30,MAC,Mascara,Germany,Mall,Card,8.65,27,233.55
279,2025-08-18,NARS,Lipstick,Saudi Arabia,Mall,Cash,105.01,25,2625.25
280,2025-04-02,MAC,Eyeliner,USA,Online,Card,119.18,26,3098.68
281,2025-08-26,NARS,Highlighter,UAE,Retail Store,Card,82.45,35,2885.75
282,2025-06-27,L'Oreal,Foundation,Germany,Online,Cash,22.84,13,296.92
283,2025-04-16,Maybelline,Eyeshadow,USA,Retail Store,Digital Wallet,12.74,39,496.86
284,2025-01-23,Huda Beauty,Foundation,Saudi Arabia,Mall,Cash,51.26,15,768.9
285,2025-10-22,Dior,Eyeliner,India,Retail Store,Digital Wallet,41.67,39,1625.13
286,2025-09-24,Fenty Beauty,Foundation,Saudi Arabia,Beauty Salon,Digital Wallet,30.42,20,608.4
287,2025-09-11,NARS,Concealer,Germany,Beauty Salon,Cash,10.39,23,238.97
288,2025-06-03,Estee Lauder,Eyeliner,UAE,Mall,Digital Wallet,48.29,49,2366.21
289,2025-03-15,NARS,Highlighter,Saudi Arabia,Beauty Salon,Cash,97.66,4,390.64
290,2025-05-11,L'Oreal,Eyeshadow,France,Online,Digital Wallet,28.38,42,1191.96
291,2025-04-08,Maybelline,Lipstick,UAE,Retail Store,Card,10.93,25,273.25
292,2025-04-17,Fenty Beauty,Foundation,UAE,Retail Store,Digital Wallet,104.99,22,2309.78
293,2025-03-02,Estee Lauder,Eyeliner,UAE,Beauty Salon,Cash,90.89,49,4453.61
294,2025-10-10,NARS,Eyeshadow,France,Mall,Card,41.99,19,797.81
295,2025-07-04,Estee Lauder,Lipstick,Canada,Mall,Cash,63.97,32,2047.04
296,2025-07-09,Huda Beauty,Mascara,USA,Mall,Digital Wallet,40.99,3,122.97
297,2025-10-27,Fenty Beauty,Mascara,UAE,Mall,Cash,71.6,27,1933.2
298,2025-07-14,Estee Lauder,Concealer,India,Beauty Salon,Digital Wallet,70.53,16,1128.48
299,2025-11-25,MAC,Concealer,Saudi Arabia,Retail Store,Digital Wallet,90.05,30,2701.5
300,2025-10-07,Maybelline,Foundation,UK,Online,Cash,61.16,35,2140.6
301,2025-07-31,Huda Beauty,Lipstick,Saudi Arabia,Online,Cash,20.81,41,853.21
302,2025-09-16,Estee Lauder,Eyeshadow,USA,Online,Digital Wallet,57.44,4,229.76
303,2025-10-10,Fenty Beauty,Blush,USA,Beauty Salon,Cash,52.3,2,104.6
304,2025-02-24,MAC,Eyeliner,UAE,Mall,Card,110.58,34,3759.72
305,2025-05-17,Dior,Highlighter,Canada,Retail Store,Digital Wallet,96.42,6,578.52
306,2025-04-26,Maybelline,Lipstick,Germany,Beauty Salon,Card,39.5,6,237.0
307,2025-10-10,Maybelline,Mascara,UK,Beauty Salon,Card,59.74,41,2449.34
308,2025-11-27,L'Oreal,Foundation,UAE,Retail Store,Digital Wallet,95.2,37,3522.4
309,2025-10-18,L'Oreal,Blush,USA,Retail Store,Card,59.68,3,179.04
310,2025-01-09,MAC,Highlighter,UK,Mall,Cash,115.57,38,4391.66
311,2025-10-16,Dior,Highlighter,Saudi Arabia,Online,Digital Wallet,32.65,25,816.25
312,2025-06-27,Huda Beauty,Lipstick,France,Beauty Salon,Card,11.18,28,313.04
313,2025-01-16,Estee Lauder,Eyeliner,France,Beauty Salon,Card,77.92,29,2259.68
314,2025-04-06,NARS,Lipstick,India,Retail Store,Digital Wallet,83.16,43,3575.88
315,2025-02-07,NARS,Mascara,Germany,Mall,Card,14.43,10,144.3
316,2025-02-24,Estee Lauder,Concealer,India,Online,Cash,15.52,20,310.4
317,2025-02-14,NARS,Lipstick,USA,Online,Card,26.55,29,769.95
318,2025-10-11,Dior,Highlighter,USA,Mall,Card,15.7,39,612.3
319,2025-07-18,Huda Beauty,Mascara,Germany,Retail Store,Cash,94.6,47,4446.2
320,2025-05-18,MAC,Lipstick,Saudi Arabia,Beauty Salon,Card,39.63,32,1268.16
321,2025-08-04,Dior,Blush,UAE,Beauty Salon,Digital Wallet,39.47,5,197.35
322,2025-11-12,MAC,Blush,USA,Beauty Salon,Card,27.49,7,192.43
323,2025-11-14,Estee Lauder,Concealer,Germany,Retail Store,Card,48.69,22,1071.18
324,2025-06-14,Huda Beauty,Eyeshadow,France,Retail Store,Card,74.37,45,3346.65
325,2025-06-13,Estee Lauder,Eyeliner,France,Beauty Salon,Card,38.52,45,1733.4
326,2025-07-21,Huda Beauty,Mascara,USA,Beauty Salon,Digital Wallet,46.98,37,1738.26
327,2025-04-18,L'Oreal,Highlighter,Canada,Retail Store,Digital Wallet,55.42,19,1052.98
328,2025-06-05,MAC,Highlighter,Germany,Online,Card,32.83,43,1411.69
329,2025-11-03,NARS,Foundation,France,Online,Cash,60.11,26,1562.86
330,2025-05-08,MAC,Foundation,Germany,Mall,Card,80.62,23,1854.26
331,2025-02-24,Huda Beauty,Eyeliner,Canada,Mall,Card,6.21,17,105.57
332,2025-08-26,MAC,Concealer,USA,Beauty Salon,Cash,93.82,38,3565.16
333,2025-06-01,L'Oreal,Mascara,France,Mall,Card,52.84,6,317.04
334,2025-08-22,Estee Lauder,Concealer,Canada,Online,Card,95.19,34,3236.46
335,2025-12-23,Fenty Beauty,Foundation,UK,Online,Card,57.03,5,285.15
336,2025-11-28,Huda Beauty,Mascara,Saudi Arabia,Mall,Digital Wallet,17.58,11,193.38
337,2025-08-07,NARS,Mascara,Saudi Arabia,Beauty Salon,Card,115.22,15,1728.3
338,2025-01-15,Estee Lauder,Highlighter,Germany,Online,Digital Wallet,89.8,13,1167.4
339,2025-04-20,L'Oreal,Lipstick,Saudi Arabia,Mall,Card,28.67,49,1404.83
340,2025-04-11,Estee Lauder,Concealer,Germany,Beauty Salon,Digital Wallet,57.62,17,979.54
341,2025-02-28,MAC,Blush,UK,Retail Store,Card,45.01,30,1350.3
342,2025-03-02,MAC,Concealer,Saudi Arabia,Beauty Salon,Card,32.44,8,259.52
343,2025-11-02,NARS,Mascara,Canada,Retail Store,Digital Wallet,20.85,25,521.25
344,2025-03-27,MAC,Concealer,Canada,Online,Card,61.31,9,551.79
345,2025-01-05,NARS,Eyeshadow,Germany,Beauty Salon,Card,60.73,13,789.49
346,2025-12-30,MAC,Lipstick,USA,Retail Store,Card,101.59,32,3250.88
347,2025-01-17,Fenty Beauty,Mascara,Canada,Beauty Salon,Digital Wallet,36.61,35,1281.35
348,2025-09-19,Fenty Beauty,Concealer,USA,Beauty Salon,Digital Wallet,18.02,8,144.16
349,2025-04-22,Huda Beauty,Blush,USA,Beauty Salon,Card,118.82,7,831.74
350,2025-06-28,Estee Lauder,Lipstick,UAE,Retail Store,Digital Wallet,104.15,6,624.9
351,2025-10-29,NARS,Mascara,Saudi Arabia,Retail Store,Cash,84.25,46,3875.5
352,2025-01-31,Fenty Beauty,Mascara,France,Mall,Card,70.56,35,2469.6
353,2025-10-21,L'Oreal,Mascara,Germany,Online,Card,35.74,33,1179.42
354,2025-12-02,Huda Beauty,Mascara,France,Retail Store,Digital Wallet,19.59,9,176.31
355,2025-07-21,Fenty Beauty,Highlighter,Germany,Beauty Salon,Cash,61.29,37,2267.73
356,2025-11-21,L'Oreal,Highlighter,India,Mall,Card,96.38,50,4819.0
357,2025-09-07,L'Oreal,Eyeshadow,France,Online,Digital Wallet,42.64,1,42.64
358,2025-07-23,Huda Beauty,Eyeshadow,India,Mall,Card,30.05,28,841.4
359,2025-06-22,Estee Lauder,Concealer,USA,Online,Cash,67.94,9,611.46
360,2025-11-17,Maybelline,Lipstick,Saudi Arabia,Beauty Salon,Card,95.15,30,2854.5
361,2025-01-01,Huda Beauty,Mascara,India,Retail Store,Card,119.06,28,3333.68
362,2025-02-17,L'Oreal,Concealer,Saudi Arabia,Online,Card,80.28,17,1364.76
363,2025-11-17,Huda Beauty,Highlighter,UK,Online,Cash,40.13,45,1805.85
364,2025-04-20,Huda Beauty,Eyeshadow,USA,Online,Digital Wallet,59.83,9,538.47
365,2025-06-25,MAC,Eyeshadow,UK,Retail Store,Card,98.97,28,2771.16
366,2025-02-15,L'Oreal,Concealer,France,Mall,Cash,89.04,7,623.28
367,2025-07-15,MAC,Mascara,UK,Online,Digital Wallet,93.95,49,4603.55
368,2025-11-29,Huda Beauty,Mascara,Germany,Beauty Salon,Cash,23.87,23,549.01
369,2025-02-14,L'Oreal,Highlighter,France,Beauty Salon,Card,108.11,9,972.99
370,2025-03-13,L'Oreal,Eyeliner,India,Online,Digital Wallet,33.5,42,1407.0
371,2025-06-04,Huda Beauty,Highlighter,India,Online,Cash,28.63,39,1116.57
372,2025-09-11,Estee Lauder,Lipstick,USA,Mall,Card,49.38,16,790.08
373,2025-03-09,NARS,Concealer,Saudi Arabia,Beauty Salon,Cash,49.49,37,1831.13
374,2025-01-09,Fenty Beauty,Eyeliner,USA,Online,Card,72.55,1,72.55
375,2025-09-17,NARS,Highlighter,Germany,Online,Digital Wallet,37.95,46,1745.7
376,2025-10-02,Fenty Beauty,Lipstick,India,Online,Digital Wallet,66.83,10,668.3
377,2025-04-15,Dior,Highlighter,UK,Mall,Digital Wallet,117.05,10,1170.5
378,2025-08-12,Maybelline,Eyeliner,UK,Beauty Salon,Cash,88.95,16,1423.2
379,2025-08-21,Fenty Beauty,Mascara,UK,Online,Digital Wallet,75.41,4,301.64
380,2025-03-12,Estee Lauder,Concealer,India,Retail Store,Card,85.67,11,942.37
381,2025-03-06,L'Oreal,Foundation,France,Beauty Salon,Card,91.22,18,1641.96
382,2025-09-26,L'Oreal,Eyeshadow,Canada,Mall,Cash,12.35,46,568.1
383,2025-09-13,Dior,Mascara,India,Online,Digital Wallet,103.83,11,1142.13
384,2025-12-12,Maybelline,Foundation,USA,Retail Store,Cash,88.12,15,1321.8
385,2025-08-30,MAC,Foundation,Germany,Retail Store,Card,46.86,10,468.6
386,2025-05-08,Dior,Blush,UK,Mall,Cash,52.87,47,2484.89
387,2025-09-15,MAC,Eyeliner,USA,Beauty Salon,Cash,82.43,4,329.72
388,2025-08-27,Fenty Beauty,Concealer,UK,Beauty Salon,Cash,104.59,50,5229.5
389,2025-07-08,Fenty Beauty,Eyeliner,Canada,Mall,Digital Wallet,28.08,37,1038.96
390,2025-09-10,Huda Beauty,Eyeliner,Saudi Arabia,Online,Card,119.75,50,5987.5
391,2025-01-13,Maybelline,Concealer,USA,Beauty Salon,Digital Wallet,31.79,23,731.17
392,2025-06-07,Huda Beauty,Highlighter,Canada,Online,Cash,16.95,34,576.3
393,2025-12-31,Huda Beauty,Highlighter,France,Beauty Salon,Digital Wallet,37.18,3,111.54
394,2025-02-13,MAC,Highlighter,UK,Online,Card,71.79,33,2369.07
395,2025-12-06,Fenty Beauty,Blush,France,Beauty Salon,Digital Wallet,115.89,16,1854.24
396,2025-06-17,Huda Beauty,Lipstick,UAE,Retail Store,Digital Wallet,41.58,18,748.44
397,2025-02-25,Estee Lauder,Eyeshadow,France,Beauty Salon,Cash,22.87,11,251.57
398,2025-10-02,Huda Beauty,Eyeshadow,India,Beauty Salon,Card,46.2,50,2310.0
399,2025-03-03,Fenty Beauty,Foundation,UAE,Mall,Cash,15.4,44,677.6
400,2025-02-16,NARS,Foundation,India,Mall,Cash,86.78,23,1995.94
401,2025-01-16,Huda Beauty,Lipstick,Canada,Online,Cash,114.49,29,3320.21
402,2025-03-04,Huda Beauty,Mascara,UAE,Beauty Salon,Card,6.38,50,319.0
403,2025-12-18,L'Oreal,Blush,UK,Online,Cash,77.48,42,3254.16
404,2025-04-12,MAC,Lipstick,France,Online,Cash,108.79,29,3154.91
405,2025-08-25,NARS,Highlighter,Canada,Online,Card,10.82,37,400.34
406,2025-12-16,Huda Beauty,Mascara,India,Mall,Card,54.07,23,1243.61
407,2025-03-18,Huda Beauty,Blush,Canada,Beauty Salon,Digital Wallet,8.98,40,359.2
408,2025-09-03,NARS,Mascara,Germany,Retail Store,Digital Wallet,12.01,18,216.18
409,2025-09-27,Maybelline,Highlighter,France,Beauty Salon,Digital Wallet,33.65,35,1177.75
410,2025-09-06,Dior,Highlighter,India,Retail Store,Cash,44.56,37,1648.72
411,2025-06-13,Fenty Beauty,Foundation,Canada,Mall,Digital Wallet,73.67,2,147.34
412,2025-04-30,Huda Beauty,Eyeliner,India,Online,Cash,117.01,7,819.07
413,2025-10-22,Dior,Mascara,Saudi Arabia,Retail Store,Digital Wallet,102.35,25,2558.75
414,2025-06-12,Dior,Foundation,France,Retail Store,Digital Wallet,97.71,45,4396.95
415,2025-04-07,Fenty Beauty,Mascara,Canada,Online,Cash,101.22,32,3239.04
416,2025-01-29,Maybelline,Eyeshadow,USA,Mall,Digital Wallet,31.75,15,476.25
417,2025-04-14,MAC,Concealer,USA,Online,Cash,97.74,22,2150.28
418,2025-10-28,L'Oreal,Concealer,UK,Mall,Digital Wallet,86.04,10,860.4
419,2025-12-06,Dior,Blush,France,Retail Store,Cash,50.49,7,353.43
420,2025-08-12,Dior,Mascara,France,Retail Store,Digital Wallet,96.06,32,3073.92
421,2025-10-29,Fenty Beauty,Blush,Saudi Arabia,Retail Store,Digital Wallet,98.66,25,2466.5
422,2025-01-01,NARS,Foundation,Saudi Arabia,Mall,Digital Wallet,114.11,37,4222.07
423,2025-04-24,Estee Lauder,Mascara,France,Online,Cash,78.56,7,549.92
424,2025-06-27,L'Oreal,Concealer,Canada,Online,Card,117.97,11,1297.67
425,2025-04-18,Dior,Blush,UK,Online,Cash,33.7,5,168.5
426,2025-07-17,MAC,Highlighter,Canada,Beauty Salon,Card,55.4,27,1495.8
427,2025-10-07,Huda Beauty,Mascara,Canada,Online,Cash,48.16,31,1492.96
428,2025-05-31,L'Oreal,Lipstick,France,Retail Store,Card,7.31,17,124.27
429,2025-03-24,L'Oreal,Concealer,Canada,Online,Card,89.18,36,3210.48
430,2025-12-01,MAC,Foundation,UK,Mall,Cash,23.97,28,671.16
431,2025-04-08,Fenty Beauty,Blush,India,Retail Store,Cash,52.07,36,1874.52
432,2025-01-26,Estee Lauder,Mascara,USA,Mall,Cash,50.18,36,1806.48
433,2025-08-07,Estee Lauder,Eyeliner,UK,Online,Cash,15.08,43,648.44
434,2025-03-29,Estee Lauder,Lipstick,India,Beauty Salon,Card,78.39,6,470.34
435,2025-09-08,L'Oreal,Highlighter,Saudi Arabia,Mall,Card,107.91,17,1834.47
436,2025-07-09,Fenty Beauty,Eyeshadow,Canada,Mall,Cash,26.46,3,79.38
437,2025-05-18,L'Oreal,Lipstick,France,Beauty Salon,Digital Wallet,69.89,10,698.9
438,2025-04-27,NARS,Eyeshadow,UAE,Beauty Salon,Card,68.66,25,1716.5
439,2025-02-10,Maybelline,Mascara,UK,Beauty Salon,Cash,50.4,46,2318.4
440,2025-03-27,MAC,Foundation,Germany,Online,Digital Wallet,116.8,13,1518.4
441,2025-08-11,MAC,Blush,France,Online,Cash,28.22,41,1157.02
442,2025-07-18,Dior,Blush,Canada,Online,Digital Wallet,68.98,36,2483.28
443,2025-11-16,L'Oreal,Highlighter,Saudi Arabia,Retail Store,Digital Wallet,72.57,27,1959.39
444,2025-10-29,L'Oreal,Lipstick,India,Mall,Card,72.01,7,504.07
445,2025-05-16,Estee Lauder,Foundation,Saudi Arabia,Mall,Card,49.05,32,1569.6
446,2025-03-15,NARS,Foundation,Germany,Mall,Digital Wallet,76.1,44,3348.4
447,2025-05-02,Fenty Beauty,Concealer,USA,Mall,Card,10.67,31,330.77
448,2025-06-09,L'Oreal,Eyeliner,Saudi Arabia,Mall,Digital Wallet,37.24,32,1191.68
449,2025-08-15,Fenty Beauty,Highlighter,UK,Retail Store,Card,94.01,21,1974.21
450,2025-04-19,Estee Lauder,Concealer,USA,Retail Store,Cash,110.04,27,2971.08
451,2025-06-09,MAC,Foundation,Saudi Arabia,Retail Store,Cash,86.6,26,2251.6
452,2025-01-30,Maybelline,Concealer,UAE,Mall,Card,33.69,30,1010.7
453,2025-08-26,L'Oreal,Foundation,UAE,Mall,Card,63.09,41,2586.69
454,2025-11-01,Dior,Concealer,Saudi Arabia,Mall,Digital Wallet,56.3,31,1745.3
455,2025-12-19,NARS,Foundation,Saudi Arabia,Retail Store,Cash,15.4,2,30.8
456,2025-11-28,Fenty Beauty,Highlighter,USA,Online,Card,30.89,14,432.46
457,2025-03-09,Maybelline,Eyeliner,India,Mall,Digital Wallet,79.45,39,3098.55
458,2025-12-30,NARS,Concealer,Canada,Mall,Cash,78.92,28,2209.76
459,2025-08-27,NARS,Lipstick,USA,Mall,Digital Wallet,39.75,34,1351.5
460,2025-11-28,Fenty Beauty,Lipstick,Canada,Online,Card,73.28,19,1392.32
461,2025-05-22,Fenty Beauty,Blush,UAE,Retail Store,Digital Wallet,78.67,18,1416.06
462,2025-05-04,NARS,Concealer,Saudi Arabia,Online,Digital Wallet,108.46,39,4229.94
463,2025-09-12,NARS,Highlighter,Germany,Online,Digital Wallet,119.71,17,2035.07
464,2025-12-29,Dior,Eyeliner,Canada,Mall,Digital Wallet,119.4,13,1552.2
465,2025-06-03,MAC,Blush,UK,Beauty Salon,Cash,102.22,43,4395.46
466,2025-05-13,MAC,Concealer,UK,Retail Store,Card,88.4,36,3182.4
467,2025-04-25,NARS,Concealer,France,Mall,Digital Wallet,90.58,20,1811.6
468,2025-05-31,Estee Lauder,Foundation,UK,Beauty Salon,Cash,58.33,8,466.64
469,2025-09-14,NARS,Blush,Germany,Online,Cash,18.78,44,826.32
470,2025-03-12,NARS,Eyeshadow,Saudi Arabia,Mall,Digital Wallet,119.12,22,2620.64
471,2025-04-03,Dior,Mascara,France,Online,Cash,94.58,32,3026.56
472,2025-08-20,MAC,Mascara,Canada,Online,Cash,36.46,49,1786.54
473,2025-11-11,NARS,Highlighter,Canada,Beauty Salon,Cash,54.88,28,1536.64
474,2025-01-20,Dior,Foundation,France,Retail Store,Cash,66.38,47,3119.86
475,2025-12-13,Huda Beauty,Eyeliner,France,Mall,Cash,5.47,47,257.09
476,2025-02-22,Fenty Beauty,Mascara,UK,Online,Card,49.11,38,1866.18
477,2025-05-29,Dior,Highlighter,Saudi Arabia,Mall,Card,57.43,34,1952.62
478,2025-07-03,NARS,Foundation,UAE,Retail Store,Digital Wallet,91.26,11,1003.86
479,2025-03-09,MAC,Lipstick,France,Online,Card,29.29,2,58.58
480,2025-11-24,Maybelline,Foundation,UK,Online,Cash,34.42,35,1204.7
481,2025-12-20,NARS,Lipstick,India,Beauty Salon,Digital Wallet,18.32,29,531.28
482,2025-03-20,Maybelline,Blush,Germany,Online,Digital Wallet,28.63,44,1259.72
483,2025-09-24,MAC,Highlighter,UK,Online,Card,36.05,39,1405.95
484,2025-02-28,Huda Beauty,Eyeliner,India,Retail Store,Card,95.25,32,3048.0
485,2025-12-27,Maybelline,Eyeshadow,UAE,Beauty Salon,Card,52.12,11,573.32
486,2025-05-01,L'Oreal,Lipstick,Canada,Retail Store,Cash,5.31,43,228.33
487,2025-09-19,L'Oreal,Blush,UAE,Beauty Salon,Card,13.63,47,640.61
488,2025-05-16,MAC,Foundation,India,Mall,Digital Wallet,58.39,7,408.73
489,2025-06-10,L'Oreal,Foundation,USA,Retail Store,Digital Wallet,53.99,8,431.92
490,2025-11-28,Estee Lauder,Blush,UK,Mall,Card,24.61,23,566.03
491,2025-04-04,Estee Lauder,Blush,Germany,Beauty Salon,Card,18.09,26,470.34
492,2025-11-29,L'Oreal,Mascara,USA,Retail Store,Cash,106.9,11,1175.9
493,2025-08-02,Estee Lauder,Mascara,Germany,Mall,Digital Wallet,109.79,31,3403.49
494,2025-01-15,MAC,Eyeshadow,Canada,Online,Card,104.2,47,4897.4
495,2025-08-14,Dior,Foundation,UAE,Mall,Digital Wallet,10.29,17,174.93
496,2025-09-25,L'Oreal,Highlighter,UAE,Beauty Salon,Card,84.15,40,3366.0
497,2025-12-06,MAC,Foundation,USA,Retail Store,Digital Wallet,82.77,25,2069.25
498,2025-08-29,L'Oreal,Eyeshadow,France,Retail Store,Card,102.97,11,1132.67
499,2025-05-23,NARS,Highlighter,UAE,Online,Card,10.79,15,161.85
500,2025-08-16,L'Oreal,Eyeshadow,Canada,Mall,Cash,97.15,29,2817.35
